Filing Date/Time,Publication Date/Time,Document Date,Source,Disclosing Organisation LEI,Disclosing Organisation Name,Description,Category,ESEF Type,Download Link,Related Organisation(s)
20/04/2026 06:13,20/04/2026 06:00,20/04/2026,Regulatory News Services (RNS),RV5B68J2GV3QGMRPW209,BRITISH LAND COMPANY PUBLIC LIMITED COMPANY(THE),Scheme of Arrangement Becomes Effective,Scheme of Arrangement,,https://data.fca.org.uk/artefacts/NSM/RNS/5c9e4a51-b4c6-4977-86d3-ac8567261289.html,LIFE SCIENCE REIT PLC (213800RG7JNX7K8F7525)
